"Naam";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"Hoog";"Laag";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"BARINGS CORE SPAIN";"ES0105362000";"MLBAR";"Euronext Access Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BASIC-FIT";"NL0011872650";"BFIT";"Euronext Amsterdam";"EUR";"28.60";"28.80";"28.50";"28.60";"22/03/2019 17:35";"CET";"29101";"832813.30"
"BASILIX CERT";"BE0003674851";"BAS";"Euronext Brussels";"EUR";"16.00";"16.00";"16.00";"16.00";"20/03/2019 11:36";"CET";"24";"384.00"
"BASTIDE LE CONFORT";"FR0000035370";"BLC";"Euronext Paris";"EUR";"35.05";"35.05";"33.05";"33.65";"22/03/2019 17:35";"CET";"9929";"340495.85"
"BATENBURG TECHNIEK";"NL0006292906";"BATEN";"Euronext Amsterdam";"EUR";"45.80";"45.80";"45.80";"45.80";"22/03/2019 15:15";"CET";"1001";"45845.80"
"BATLA MINERALS";"FR0010436170";"MLBAT";"Euronext Access Paris";"EUR";"0.865";"0.865";"0.865";"0.865";"22/03/2019 11:30";"CET";"534";"461.91"
"BD MULTI MEDIA";"FR0000035305";"ALBDM";"Euronext Growth Paris";"EUR";"1.10";"1.10";"1.10";"1.10";"21/03/2019 11:30";"CET";"1";"1.10"
"BE Semiconductor";"NL0012866412";"BESI";"Euronext Amsterdam";"EUR";"23.61";"24.18";"23.15";"23.235";"22/03/2019 17:35";"CET";"1027806";"24312864.56"
"BEAULIEU-AV. CERT";"BE0003661726";"BEAB";"Euronext Brussels";"EUR";"79.00";"79.00";"79.00";"79.00";"22/03/2019 16:30";"CET";"88";"6952.00"
"BEFIMMO";"BE0003678894";"BEFB";"Euronext Brussels";"EUR";"52.50";"52.70";"51.80";"52.10";"22/03/2019 17:35";"CET";"16350";"853085.70"
"BEKAERT";"BE0974258874";"BEKB";"Euronext Brussels";"EUR";"23.14";"23.14";"22.14";"22.16";"22/03/2019 17:35";"CET";"75660";"1696225.14"
"BELIER";"FR0000072399";"BELI";"Euronext Paris";"EUR";"33.15";"33.30";"31.50";"32.00";"22/03/2019 17:35";"CET";"5518";"177773.75"
"BELRECA";"BE0020575115";"BELR";"Euronext Brussels";"EUR";"109.00";"109.00";"109.00";"109.00";"21/03/2019 11:30";"CET";"3";"327.00"
"BELUGA";"BE0003723377";"BELU";"Euronext Brussels";"EUR";"1.32";"1.32";"1.32";"1.32";"22/03/2019 11:30";"CET";"350";"462.00"
"BENETEAU";"FR0000035164";"BEN";"Euronext Paris";"EUR";"10.50";"10.56";"10.06";"10.06";"22/03/2019 17:35";"CET";"170183";"1731569.82"
"BENFICA";"PTSLB0AM0010";"SLBEN";"Euronext Lisbon";"EUR";"2.63";"2.66";"2.61";"2.61";"22/03/2019 22:20";"BST";"3015";"7905.31"
"BERNARD LOISEAU";"FR0000066961";"ALDBL";"Euronext Growth Paris";"EUR";"3.00";"3.00";"3.00";"3.00";"22/03/2019 11:30";"CET";"80";"240.00"
"BETER BED";"NL0000339703";"BBED";"Euronext Amsterdam";"EUR";"4.50";"4.60";"4.34";"4.46";"22/03/2019 17:35";"CET";"153483";"679628.00"
"BEVER HOLDING";"NL0000285278";"BEVER";"Euronext Amsterdam";"EUR";"3.16";"3.16";"3.16";"3.16";"08/03/2019 16:30";"CET";"500";"1580.00"
"BIC";"FR0000120966";"BB";"Euronext Paris";"EUR";"78.70";"79.05";"78.30";"78.50";"22/03/2019 17:35";"CET";"103191";"8107526.65"
"BIGBEN INTERACTIVE";"FR0000074072";"BIG";"Euronext Paris";"EUR";"8.40";"8.40";"8.16";"8.33";"22/03/2019 17:35";"CET";"29723";"245330.54"
"BILENDI";"FR0004174233";"ALBLD";"Euronext Growth Paris";"EUR";"9.64";"9.64";"9.60";"9.60";"22/03/2019 17:35";"CET";"868";"8337.72"
"BINCKBANK";"NL0000335578";"BINCK";"Euronext Amsterdam";"EUR";"6.29";"6.30";"6.29";"6.29";"22/03/2019 17:35";"CET";"55581";"349604.61"
"BIO-UV GROUP";"FR0013345493";"ALTUV";"Euronext Growth Paris";"EUR";"3.60";"3.60";"3.60";"3.60";"22/03/2019 16:58";"CET";"2497";"8989.20"
"BIOCARTIS";"BE0974281132";"BCART";"Euronext Brussels";"EUR";"11.74";"11.98";"11.22";"11.30";"22/03/2019 17:35";"CET";"143385";"1644255.28"
"BIOCORP";"FR0012788065";"ALCOR";"Euronext Growth Paris";"EUR";"9.26";"9.26";"9.00";"9.26";"22/03/2019 14:18";"CET";"738";"6721.18"
"BIOM UP SA";"FR0013284080";"BUP";"Euronext Paris";"EUR";"4.27";"4.27";"4.045";"4.0995";"22/03/2019 17:29";"CET";"7356";"30400.0645"
"BIOMERIEUX";"FR0013280286";"BIM";"Euronext Paris";"EUR";"73.30";"74.00";"72.60";"72.80";"22/03/2019 17:35";"CET";"64747";"4724725.20"
"BIOPHYTIS";"FR0012816825";"ALBPS";"Euronext Growth Paris";"EUR";"1.432";"1.438";"1.40";"1.40";"22/03/2019 17:25";"CET";"68403";"96040.068"
"BIOSYNEX";"FR0011005933";"ALBIO";"Euronext Growth Paris";"EUR";"2.89";"3.09";"2.89";"3.05";"22/03/2019 15:02";"CET";"1221";"3653.82"
"BLEECKER";"FR0000062150";"BLEE";"Euronext Paris";"EUR";"105.00";"105.00";"105.00";"105.00";"27/11/2018 16:30";"CET";"31";"3255.00"
"BLUE";"FR0011592104";"BLUE";"Euronext Paris";"EUR";"16.65";"16.90";"16.65";"16.90";"22/03/2019 13:54";"CET";"343";"5774.50"
"BLUE SHARK POWER";"FR0013340973";"MLBSP";"Euronext Access Paris";"EUR";"4.20";"4.20";"4.20";"4.20";"21/03/2019 16:30";"CET";"10";"42.00"
"BLUELINEA";"FR0011041011";"ALBLU";"Euronext Growth Paris";"EUR";"4.18";"4.18";"4.18";"4.18";"22/03/2019 15:34";"CET";"174";"727.32"
"BNP PARIBAS ACT.A";"FR0000131104";"BNP";"Euronext Paris";"EUR";"43.455";"43.455";"41.365";"41.625";"22/03/2019 17:38";"CET";"7642535";"320280526.67"
"BODY ONE";"FR0010106039";"MLONE";"Euronext Access Paris";"EUR";"0.232";"0.232";"0.232";"0.232";"27/02/2019 11:30";"CET";"10";"2.32"
"BOEING COMPANY";"US0970231058";"BOEI";"Traded not listed Brussels";"USD";"395.00";"395.00";"382.00";"382.00";"21/03/2019 12:44";"CET";"26";"8779.30"
"BOIRON";"FR0000061129";"BOI";"Euronext Paris";"EUR";"52.50";"52.70";"52.00";"52.10";"22/03/2019 17:35";"CET";"2939";"153612.00"
"BOLLORE";"FR0000039299";"BOL";"Euronext Paris";"EUR";"3.98";"3.988";"3.908";"3.922";"22/03/2019 17:35";"CET";"2222249";"8751012.776"
"BOLLORE NV";"FR0013358041";"BOLNV";"Euronext Paris";"EUR";"3.90";"3.90";"3.894";"3.894";"22/03/2019 16:30";"CET";"549";"2141.064"
"BONDUELLE";"FR0000063935";"BON";"Euronext Paris";"EUR";"27.60";"27.80";"26.30";"26.45";"22/03/2019 17:35";"CET";"21951";"591269.20"
"BONE THERAPEUTICS";"BE0974280126";"BOTHE";"Euronext Brussels, Paris";"EUR";"4.07";"4.07";"3.82";"3.82";"22/03/2019 17:26";"CET";"18238";"71469.05"
"BOSKALIS WESTMIN";"NL0000852580";"BOKA";"Euronext Amsterdam";"EUR";"24.36";"24.36";"23.69";"23.77";"22/03/2019 17:35";"CET";"268757";"6421225.94"
"BOURBON CORP.";"FR0004548873";"GBB";"Euronext Paris";"EUR";"2.445";"2.45";"2.38";"2.435";"22/03/2019 17:35";"CET";"44307";"107456.81"
"BOURRELIER GROUP";"FR0000054421";"ALBOU";"Euronext Growth Paris";"EUR";"47.00";"47.00";"47.00";"47.00";"22/03/2019 11:30";"CET";"1";"47.00"
"BOURSE DIRECT";"FR0000074254";"BSD";"Euronext Paris";"EUR";"1.17";"1.18";"1.16";"1.18";"22/03/2019 15:25";"CET";"1929";"2272.26"
"BOUSSARD GAVAUD C";"GG00B1XFMJ13";"BGHLC";"Euronext Amsterdam";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BOUSSARD GAVAUDAN";"GG00B1FQG453";"BGHL";"Euronext Amsterdam";"EUR";"16.90";"16.90";"16.70";"16.80";"22/03/2019 15:24";"CET";"12005";"201725.70"
"BOUSSARD GHL GBP";"GG00B39VMM07";"BGHS";"Euronext Amsterdam";"GBP";"10.00";"10.00";"10.00";"10.00";"21/12/2010 11:50";"CET";"188";"1880.00"
"BOUYGUES";"FR0000120503";"EN";"Euronext Paris";"EUR";"32.65";"32.73";"31.70";"31.70";"22/03/2019 17:37";"CET";"1017093";"32430196.69"
"BOUYGUES NV19";"FR0013381464";"ENNV";"Euronext Paris";"EUR";"31.07";"31.07";"31.07";"31.07";"27/02/2019 11:30";"CET";"10";"310.70"
"BPOST";"BE0974268972";"BPOST";"Euronext Brussels";"EUR";"8.81";"9.04";"8.76";"8.91";"22/03/2019 17:35";"CET";"805489";"7181290.36"
"BQUE NAT. BELGIQUE";"BE0003008019";"BNB";"Euronext Brussels";"EUR";"2400.00";"2410.00";"2390.00";"2410.00";"22/03/2019 17:35";"CET";"35";"84070.00"
"BRAS.OUEST AFRIC.";"SN0008626971";"BOAF";"Euronext Paris";"EUR";"690.00";"690.00";"690.00";"690.00";"22/03/2019 11:58";"CET";"36";"24840.00"
"BRASSERIE CAMEROUN";"CM0000035113";"BCAM";"Euronext Paris";"EUR";"102.00";"102.00";"102.00";"102.00";"19/03/2019 16:30";"CET";"74";"7548.00"
"BREDERODE";"LU1068091351";"BREB";"Euronext Brussels";"EUR";"59.80";"59.90";"59.10";"59.30";"22/03/2019 17:35";"CET";"6180";"366910.20"
"BRILL KON";"NL0000442523";"BRILL";"Euronext Amsterdam";"EUR";"23.60";"23.60";"23.60";"23.60";"22/03/2019 09:00";"CET";"1";"23.60"
"BROOKFIELD ASSET M";"CA1125851040";"BAMA";"Euronext Amsterdam";"EUR";"29.80";"29.80";"29.80";"29.80";"23/07/2014 17:35";"CET";"450";"13410.00"
"BRUNEL INTERNAT";"NL0010776944";"BRNL";"Euronext Amsterdam";"EUR";"13.42";"13.54";"13.07";"13.11";"22/03/2019 17:35";"CET";"239285";"3172221.51"
"BUDGET TELECOM";"FR0004172450";"ALBUD";"Euronext Growth Paris";"EUR";"3.72";"3.80";"3.66";"3.79";"22/03/2019 17:35";"CET";"19512";"72391.572"
"BUDGET TELECOM BS";"FR0013307329";"BUDBS";"Euronext Growth Paris";"EUR";"0.259";"0.259";"0.232";"0.232";"22/03/2019 14:33";"CET";"4100";"1008.0864"
"BUREAU VERITAS";"FR0006174348";"BVI";"Euronext Paris";"EUR";"21.75";"21.75";"21.09";"21.09";"22/03/2019 17:35";"CET";"945190";"20071165.37"
"BURELLE";"FR0000061137";"BUR";"Euronext Paris";"EUR";"898.00";"904.00";"888.00";"888.00";"22/03/2019 17:35";"CET";"153";"136760.00"
"BUSINESS ET DECIS.";"FR0000078958";"BND";"Euronext Paris";"EUR";"7.36";"7.36";"7.35";"7.36";"22/03/2019 17:35";"CET";"1960";"14425.50"
"C&C GROUP PLC";"IE00B010DT83";"GCC";"Euronext Dublin";"EUR";"3.19";"3.285";"3.19";"3.235";"21/03/2019 16:32";"UTC";"612111";"1991528.02"
"CA TOULOUSE 31 CCI";"FR0000045544";"CAT31";"Euronext Paris";"EUR";"127.96";"127.96";"123.00";"125.00";"22/03/2019 17:08";"CET";"719";"90666.72"
"CAFOM";"FR0010151589";"CAFO";"Euronext Paris";"EUR";"7.70";"7.70";"7.35";"7.35";"22/03/2019 17:12";"CET";"1245";"9396.85"
"CAFOM NV18";"FR0013399128";"CAFNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"CAIRE";"FR0010781377";"MLAAE";"Euronext Access Paris";"EUR";"7.95";"7.95";"7.95";"7.95";"14/03/2019 11:34";"CET";"192";"1526.40"
"CAIRN HOMES PLC";"IE00BWY4ZF18";"C5H";"Euronext Dublin";"EUR";"1.46";"1.46";"1.412";"1.426";"21/03/2019 16:30";"UTC";"167909";"239118.60"
"CAMBODGE NOM.";"FR0000079659";"CBDG";"Euronext Paris";"EUR";"6700.00";"6700.00";"6700.00";"6700.00";"20/03/2019 11:30";"CET";"1";"6700.00"
"CAMPINE";"BE0003825420";"CAMB";"Euronext Brussels";"EUR";"29.20";"30.60";"29.20";"30.60";"22/03/2019 16:30";"CET";"120";"3560.00"
"CANDELA INVEST";"BE0974298300";"CAND";"Euronext Growth Brussels";"EUR";"3.50";"3.50";"3.50";"3.50";"11/03/2019 16:30";"CET";"789";"2761.50"
"CAPELLI";"FR0012969095";"CAPLI";"Euronext Paris";"EUR";"31.00";"31.80";"30.40";"30.40";"22/03/2019 17:28";"CET";"2976";"91900.40"
"CAPGEMINI";"FR0000125338";"CAP";"Euronext Paris";"EUR";"107.00";"107.20";"103.75";"103.75";"22/03/2019 17:35";"CET";"487004";"50850234.45"
"CARBIOS";"FR0011648716";"ALCRB";"Euronext Growth Paris";"EUR";"8.05";"8.07";"7.96";"7.96";"22/03/2019 17:35";"CET";"5255";"42121.07"
"CARE PROPERTY INV.";"BE0974273055";"CPINV";"Euronext Brussels";"EUR";"22.70";"23.90";"22.70";"23.80";"22/03/2019 17:35";"CET";"26618";"615207.30"
"CARMAT";"FR0010907956";"ALCAR";"Euronext Growth Paris";"EUR";"22.40";"22.45";"21.85";"22.10";"22/03/2019 17:35";"CET";"2170";"47958.10"
"CARMILA";"FR0010828137";"CARM";"Euronext Paris";"EUR";"17.46";"17.46";"17.10";"17.10";"22/03/2019 17:37";"CET";"34145";"586303.74"
"CARPINIENNE PART.";"FR0000064156";"CARP";"Euronext Paris";"EUR";"59.50";"59.50";"59.50";"59.50";"12/03/2019 11:30";"CET";"1";"59.50"
"CARREFOUR";"FR0000120172";"CA";"Euronext Paris";"EUR";"17.13";"17.33";"16.90";"16.90";"22/03/2019 17:37";"CET";"2731406";"46406137.515"
"CASINO GUICHARD";"FR0000125585";"CO";"Euronext Paris";"EUR";"39.21";"39.26";"38.06";"38.21";"22/03/2019 17:35";"CET";"892212";"34293574.00"
"CAST";"FR0000072894";"CAS";"Euronext Paris";"EUR";"3.20";"3.20";"3.10";"3.20";"22/03/2019 17:35";"CET";"3925";"12411.99"
"CATANA GROUP";"FR0010193052";"CATG";"Euronext Paris";"EUR";"2.305";"2.35";"2.295";"2.305";"22/03/2019 17:35";"CET";"44979";"104369.895"
"CATERING INTL SCES";"FR0000064446";"CTRG";"Euronext Paris";"EUR";"11.70";"11.70";"11.65";"11.65";"22/03/2019 17:29";"CET";"600";"7011.20"
"CATERPILLAR INC";"US1491231015";"CATR";"Euronext Paris";"EUR";"111.50";"117.50";"111.50";"117.50";"22/03/2019 14:30";"CET";"14";"1585.00"
"CBO TERRITORIA";"FR0010193979";"CBOT";"Euronext Paris";"EUR";"3.70";"3.71";"3.60";"3.64";"22/03/2019 17:35";"CET";"22834";"83724.37"
"CECURITY.COM";"FR0010717579";"MLCEC";"Euronext Access Paris";"EUR";"0.46";"0.46";"0.46";"0.46";"20/03/2019 11:30";"CET";"8900";"4094.00"
"CEGEDIM";"FR0000053506";"CGM";"Euronext Paris";"EUR";"26.10";"27.70";"26.10";"26.50";"22/03/2019 16:50";"CET";"3802";"101510.60"
"CEGEREAL";"FR0010309096";"CGR";"Euronext Paris";"EUR";"40.00";"40.20";"39.80";"40.20";"22/03/2019 17:35";"CET";"176";"7021.40"
"CELLECTIS";"FR0010425595";"ALCLS";"Euronext Growth Paris";"EUR";"16.08";"16.27";"15.35";"15.51";"22/03/2019 17:35";"CET";"197769";"3092206.41"
"CELLNOVO";"FR0012633360";"CLNV";"Euronext Paris";"EUR";"0.50";"0.559";"0.44";"0.448";"22/03/2019 17:35";"CET";"1724318";"836633.9395"
"CELYAD";"BE0974260896";"CYAD";"Euronext Brussels, Paris";"EUR";"19.89";"19.89";"18.35";"18.60";"22/03/2019 17:37";"CET";"31910";"607292.61"
"CENERGY";"BE0974303357";"CENER";"Euronext Brussels";"EUR";"1.38";"1.38";"1.38";"1.38";"21/03/2019 09:18";"CET";"50";"69.00"
"CERENIS";"FR0012616852";"CEREN";"Euronext Paris";"EUR";"0.40";"0.419";"0.39";"0.3945";"22/03/2019 17:01";"CET";"182569";"73770.31"
"CERINNOV GROUP";"FR0013178712";"ALPCV";"Euronext Growth Paris";"EUR";"4.62";"4.62";"4.62";"4.62";"22/03/2019 09:00";"CET";"1";"4.62"
"CESAR";"FR0013297165";"ALCES";"Euronext Growth Paris";"EUR";"0.12";"0.12";"0.12";"0.12";"22/03/2019 16:50";"CET";"40000";"4800.00"
"CFE";"BE0003883031";"CFEB";"Euronext Brussels";"EUR";"83.10";"83.10";"81.20";"81.20";"22/03/2019 17:35";"CET";"14228";"1162361.50"
"CFI";"FR0000037475";"CFI";"Euronext Paris";"EUR";"0.955";"0.955";"0.955";"0.955";"22/03/2019 11:30";"CET";"100";"95.50"
"CFM INDOSUEZWEALTH";"MC0010000826";"MLCFM";"Euronext Access Paris";"EUR";"955.00";"955.00";"955.00";"955.00";"28/02/2019 11:33";"CET";"6";"5730.00"
"CGG";"FR0013181864";"CGG";"Euronext Paris";"EUR";"1.786";"1.812";"1.697";"1.701";"22/03/2019 17:35";"CET";"6123400";"10650971.977"
"CGG BSA 1";"FR0013309614";"CGGBS";"Euronext Paris";"EUR";"0.2126";"0.2126";"0.2126";"0.2126";"22/03/2019 15:28";"CET";"215";"45.709"
"CGG BSA 2";"FR0013309622";"CGGBT";"Euronext Paris";"EUR";"0.0775";"0.0775";"0.07";"0.07";"22/03/2019 17:29";"CET";"45558";"3285.839"
"CGG NV19";"FR0013384310";"CGGNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"CH.FER DEPARTEMENT";"FR0000037871";"MLCFD";"Euronext Access Paris";"EUR";"800.00";"800.00";"800.00";"800.00";"22/10/2018 11:30";"CET";"2";"1600.00"
"CH.FER VAR GARD N.";"FR0000051567";"MLCVG";"Euronext Access Paris";"EUR";"4220.00";"4340.00";"4220.00";"4340.00";"22/03/2019 16:30";"CET";"3";"12780.00"
"CHARGEURS";"FR0000130692";"CRI";"Euronext Paris";"EUR";"19.45";"19.70";"18.77";"18.91";"22/03/2019 17:35";"CET";"59567";"1134715.47"
"CHAUSSERIA";"FR0000060907";"CHSR";"Euronext Paris";"EUR";"7.70";"7.70";"7.70";"7.70";"19/11/2018 11:30";"CET";"20";"154.00"
"CHEOPS TECHNOLOGY";"FR0010447086";"MLCHE";"Euronext Access Paris";"EUR";"39.80";"39.80";"39.80";"39.80";"20/03/2019 11:30";"CET";"10";"398.00"
"CHEVRON";"US1667641005";"CHTEX";"Traded not listed Brussels";"USD";"122.00";"122.00";"119.00";"119.00";"19/02/2019 15:05";"CET";"10";"1066.94"
"CHRISTIAN DIOR";"FR0000130403";"CDI";"Euronext Paris";"EUR";"412.50";"415.10";"407.60";"407.90";"22/03/2019 17:35";"CET";"12148";"4992044.80"
"CIBOX INTER A CTIV";"FR0000054322";"CIB";"Euronext Paris";"EUR";"0.104";"0.1065";"0.104";"0.1055";"22/03/2019 17:28";"CET";"201833";"21220.5545"
"CIE BOIS SAUVAGE";"BE0003592038";"COMB";"Euronext Brussels";"EUR";"380.00";"382.00";"370.00";"376.00";"22/03/2019 17:22";"CET";"371";"138880.00"
"CIE DU MONT BLANC";"FR0000060428";"MLCMB";"Euronext Access Paris";"EUR";"150.00";"150.00";"142.00";"142.00";"22/03/2019 16:30";"CET";"60";"8600.00"
"CIOA";"FR0012384907";"MLCIO";"Euronext Access Paris";"EUR";"2.34";"2.34";"2.34";"2.34";"21/03/2019 16:30";"CET";"400";"936.00"
"CISCO SYSTEM INC";"US17275R1023";"CIS";"Traded not listed Brussels";"USD";"55.80";"55.80";"55.80";"55.80";"20/03/2019 11:31";"CET";"10";"491.46"
"CLARANOVA";"FR0004026714";"CLA";"Euronext Paris";"EUR";"0.7745";"0.7745";"0.7005";"0.73";"22/03/2019 17:38";"CET";"5399253";"3968200.74"
"CLASQUIN";"FR0004152882";"ALCLA";"Euronext Growth Paris";"EUR";"35.60";"35.60";"34.30";"34.30";"22/03/2019 15:52";"CET";"585";"20414.40"
"CNIM CONSTR.FRF 10";"FR0000053399";"COM";"Euronext Paris";"EUR";"88.60";"88.60";"87.20";"88.00";"22/03/2019 15:15";"CET";"104";"9134.20"
"CNOVA";"NL0010949392";"CNV";"Euronext Paris";"EUR";"3.42";"3.56";"3.40";"3.42";"22/03/2019 15:16";"CET";"369";"1274.00"
"CNP ASSURANCES";"FR0000120222";"CNP";"Euronext Paris";"EUR";"20.34";"20.34";"19.77";"19.86";"22/03/2019 17:35";"CET";"301096";"6002659.46"
"CO.BR.HA";"BE0003519270";"COBH";"Euronext Growth Brussels";"EUR";"4140.00";"4140.00";"4140.00";"4140.00";"14/03/2019 11:30";"CET";"3";"12420.00"
"COCA-COLA EUROPEAN";"GB00BDCPN049";"CCEP";"Euronext Amsterdam, London";"EUR";"43.64";"44.16";"43.36";"43.82";"22/03/2019 17:35";"CET";"26293";"1152863.98"
"COFACE";"FR0010667147";"COFA";"Euronext Paris";"EUR";"7.94";"7.95";"7.78";"7.82";"22/03/2019 17:35";"CET";"105629";"829092.54"
"COFIDUR";"FR0013257409";"ALCOF";"Euronext Growth Paris";"EUR";"285.00";"285.00";"283.00";"283.00";"21/03/2019 12:19";"CET";"7";"1987.00"
"COFINA,SGPS";"PTCFN0AE0003";"CFN";"Euronext Lisbon";"EUR";"0.622";"0.622";"0.60";"0.608";"22/03/2019 22:35";"BST";"85478";"51705.596"
"COFINIMMO";"BE0003593044";"COFB";"Euronext Brussels";"EUR";"118.40";"118.80";"117.00";"117.20";"22/03/2019 17:37";"CET";"43096";"5058026.70"
"COFINIMMO PRIV1";"BE0003811289";"COFP1";"Euronext Brussels";"EUR";"127.00";"127.00";"127.00";"127.00";"01/08/2016 11:30";"CET";"16";"2032.00"
"COFINIMMO PRIV2";"BE0003813301";"COFP2";"Euronext Brussels";"EUR";"110.00";"110.00";"110.00";"110.00";"22/02/2019 11:30";"CET";"40";"4400.00"
"COGELEC";"FR0013335742";"COGEC";"Euronext Paris";"EUR";"6.07";"6.159";"6.021";"6.119";"22/03/2019 12:52";"CET";"277";"1694.702"
"COGRA";"FR0011071570";"ALCOG";"Euronext Growth Paris";"EUR";"5.85";"5.85";"5.75";"5.85";"22/03/2019 17:22";"CET";"2073";"12105.05"
"COHERIS";"FR0004031763";"COH";"Euronext Paris";"EUR";"1.845";"1.95";"1.845";"1.855";"22/03/2019 17:13";"CET";"11401";"21642.19"
"COIL";"BE0160342011";"ALCOI";"Euronext Growth Paris";"EUR";"7.92";"7.92";"7.53";"7.88";"22/03/2019 17:16";"CET";"827";"6467.23"
"COLAS";"FR0000121634";"RE";"Euronext Paris";"EUR";"138.60";"139.40";"136.20";"137.00";"22/03/2019 17:14";"CET";"665";"91627.60"
"COLIPAYS";"FR0010959684";"MLCLP";"Euronext Access Paris";"EUR";"3.96";"4.34";"3.96";"4.34";"13/03/2019 16:30";"CET";"34";"142.24"
"COLRUYT";"BE0974256852";"COLR";"Euronext Brussels";"EUR";"65.50";"66.16";"65.46";"65.98";"22/03/2019 17:35";"CET";"302855";"19955879.10"
"COMPTA";"PTCOM0AE0007";"COMAE";"Euronext Lisbon";"EUR";"0.11";"0.11";"0.11";"0.11";"22/03/2019 21:30";"BST";"100";"11.00"
"CONDOR TECHNOLOG";"BE6252013725";"MLMFI";"Euronext Access Paris";"EUR";"16.90";"16.90";"16.90";"16.90";"22/03/2019 11:30";"CET";"100";"1690.00"
"CONDURIL";"PTCDU0AE0003";"CDU";"Euronext Access Lisbon";"EUR";"41.00";"41.00";"41.00";"41.00";"22/03/2019 16:30";"BST";"3";"123.00"
"CONNECT GROUP";"BE0003786036";"CONN";"Euronext Brussels";"EUR";"1.44";"1.44";"1.42";"1.42";"22/03/2019 17:18";"CET";"5285";"7534.55"
"CONSORT NT";"FR0000077828";"MLCNT";"Euronext Access Paris";"EUR";"20.20";"20.20";"20.20";"20.20";"21/11/2017 16:33";"CET";"12";"242.40"
"COPAM";"PTCPA0AP0006";"CPA";"Euronext Access Lisbon";"EUR";"15.00";"15.00";"15.00";"15.00";"22/01/2019 21:30";"BST";"64";"960.00"
"CORBION";"NL0010583399";"CRBN";"Euronext Amsterdam";"EUR";"27.64";"27.72";"27.00";"27.00";"22/03/2019 17:35";"CET";"83058";"2265501.76"
"CORE LABORATORIES";"NL0000200384";"CLB";"Euronext Amsterdam";"EUR";"62.00";"62.00";"60.00";"60.00";"22/03/2019 16:43";"CET";"264";"16170.00"
"COREP LIGHTING";"FR0010035816";"MLCOR";"Euronext Access Paris";"EUR";"9.60";"9.60";"9.60";"9.60";"22/02/2018 11:30";"CET";"125";"1200.00"
"CORTICEIRA AMORIM";"PTCOR0AE0006";"COR";"Euronext Lisbon";"EUR";"10.78";"10.78";"10.40";"10.64";"22/03/2019 22:37";"BST";"74709";"793150.10"
"COURBET";"FR0004998318";"MLCOU";"Euronext Access Paris";"EUR";"0.30";"0.30";"0.30";"0.30";"23/08/2018 16:30";"CET";"3";"0.90"
"COURBET AM.";"FR0004998326";"CRBT";"Euronext Access Paris";"EUR";"0.98";"0.98";"0.98";"0.98";"18/10/2017 16:30";"CET";"27";"26.46"
"COURTOIS";"FR0000065393";"COUR";"Euronext Paris";"EUR";"118.00";"118.00";"118.00";"118.00";"22/03/2019 11:30";"CET";"1";"118.00"
"COVIVIO";"FR0000064578";"COV";"Euronext Paris";"EUR";"96.00";"96.00";"94.00";"94.00";"22/03/2019 17:35";"CET";"219622";"20679273.30"
"COVIVIO HOTELS";"FR0000060303";"COVH";"Euronext Paris";"EUR";"26.60";"26.90";"26.60";"26.90";"22/03/2019 17:25";"CET";"614";"16400.10"
"CPL RESOURCES PLC.";"IE0007214426";"DQ5";"Euronext Growth Dublin";"EUR";"6.72";"6.90";"6.60";"6.90";"21/03/2019 16:30";"UTC";"9274";"62763.76"
"CRCAM ALP.PROV.CCI";"FR0000044323";"CRAP";"Euronext Paris";"EUR";"112.00";"113.00";"112.00";"113.00";"22/03/2019 15:46";"CET";"83";"9335.00"
"CRCAM ATL.VEND.CCI";"FR0000185506";"CRAV";"Euronext Paris";"EUR";"137.50";"138.00";"137.50";"137.62";"22/03/2019 15:45";"CET";"289";"39781.08"
"CRCAM BRIE PIC2CCI";"FR0010483768";"CRBP2";"Euronext Paris";"EUR";"27.755";"27.90";"27.64";"27.72";"22/03/2019 17:18";"CET";"5866";"162531.97"
"CRCAM ILLE-VIL.CCI";"FR0000045213";"CIV";"Euronext Paris";"EUR";"103.08";"103.08";"103.06";"103.06";"22/03/2019 12:36";"CET";"100";"10306.98"
"CRCAM LANGUED CCI";"FR0010461053";"CRLA";"Euronext Paris";"EUR";"76.00";"77.99";"76.00";"77.95";"22/03/2019 16:42";"CET";"432";"33337.64"
"CRCAM LOIRE HTE L.";"FR0000045239";"CRLO";"Euronext Paris";"EUR";"92.49";"92.50";"92.49";"92.50";"22/03/2019 15:24";"CET";"9";"832.49"
"CRCAM MORBIHAN CCI";"FR0000045551";"CMO";"Euronext Paris";"EUR";"87.00";"89.00";"86.50";"89.00";"22/03/2019 15:09";"CET";"399";"35102.90"
"CRCAM NORD CCI";"FR0000185514";"CNF";"Euronext Paris";"EUR";"23.45";"23.45";"22.50";"22.50";"22/03/2019 17:35";"CET";"10779";"247299.25"
"CRCAM NORM.SEINE";"FR0000044364";"CCN";"Euronext Paris";"EUR";"143.02";"145.98";"143.00";"143.00";"22/03/2019 17:10";"CET";"274";"39292.38"
